id,name,abbreviation,other_names,description,classification,parent_id,founding_date,dissolution_date,image,url,jurisdiction_code,phone,email,address,contact,tags,source_url
ch/bundesrat-eidgenoessisches-departement-fuer-auswaertige-angelegenheiten-direktion-fuer-ressourcen-logistik-eda-bundesreisezentrale-pool-2-evd-edi-uvek-vbs-ejpd,Bundesrat - Eidgenössisches Departement für auswärtige Angelegenheiten - Direktion für Ressourcen - Logistik EDA - Bundesreisezentrale - Pool 2 EVD/EDI/UVEK/VBS/EJPD,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-departement-fuer-auswaertige-angelegenheiten-direktion-fuer-ressourcen-logistik-eda-bundesreisezentrale,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Pool+2+EVD-EDI-UVEK-VBS-EJPD,ou=Bundesreisezentrale,ou=Logistik+EDA,ou=Direktion+fuer+Ressourcen,ou=Eidg.+Dep.+fuer+auswaertige+Angelegenheiten,ou=Bundesrat",CH,,brzteam2@eda.admin.ch,Sulgenrain 12-14 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Pool+2+EVD-EDI-UVEK-VBS-EJPD,ou=Bundesreisezentrale,ou=Logistik+EDA,ou=Direktion+fuer+Ressourcen,ou=Eidg.+Dep.+fuer+auswaertige+Angelegenheiten,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-departement-fuer-auswaertige-angelegenheiten-staatssekretariat-politische-direktion-abteilung-menschliche-sicherheit-sektion-friedenspolitik-ii-subsahara-afrika-lateinamerika-politik-,"Bundesrat - Eidgenössisches Departement für auswärtige Angelegenheiten - Staatssekretariat - Politische Direktion - Abteilung Menschliche Sicherheit - Sektion Friedenspolitik II (Subsahara-Afrika,Lateinamerika) Politik)","Afrika,Lateinamerika) Politik)",,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-departement-fuer-auswaertige-angelegenheiten-staatssekretariat-politische-direktion-abteilung-menschliche-sicherheit,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Sektion+Friedenspolitik+II,ou=Abteilung+Menschliche+Sicherheit,ou=Politische+Direktion,ou=Staatssekretariat,ou=Eidg.+Dep.+fuer+auswaertige+Angelegenheiten,ou=Bundesrat",CH,,,Bundesgasse 32 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Sektion+Friedenspolitik+II,ou=Abteilung+Menschliche+Sicherheit,ou=Politische+Direktion,ou=Staatssekretariat,ou=Eidg.+Dep.+fuer+auswaertige+Angelegenheiten,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-departement-des-innern-bundesamt-fuer-veterinaerwesen-direktion-internationales-eu-kontaktstelle,Bundesrat - Eidgenössisches Departement des Innern - Bundesamt für Veterinärwesen - Direktion - Internationales - EU-Kontaktstelle,Kontaktstelle,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-departement-des-innern-bundesamt-fuer-veterinaerwesen-direktion-internationales,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=EU-Kontaktstelle,ou=Internationales,ou=Direktion,ou=Bundesamt+fuer+Veterinaerwesen,ou=Eidg.+Dep.+des+Innern,ou=Bundesrat",CH,,,Schwarzenburgstrasse 155 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=EU-Kontaktstelle,ou=Internationales,ou=Direktion,ou=Bundesamt+fuer+Veterinaerwesen,ou=Eidg.+Dep.+des+Innern,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-departement-fuer-verteidigung-bevoelkerungsschutz-und-sport-armasuisse-vbs-armasuisse-ressourcen-und-support-finanzen-kredit-und-vertragsbewirtschaftung-finanzsteuerung-immobilien-fsi-,"Bundesrat - Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport - armasuisse VBS - armasuisse - Ressourcen und Support - Finanzen - Kredit- und Vertragsbewirtschaftung - Finanzsteuerung Immobilien (FSI)",,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-departement-fuer-verteidigung-bevoelkerungsschutz-und-sport-armasuisse-vbs-armasuisse-ressourcen-und-support-finanzen-kredit-und-vertragsbewirtschaftung,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Finanzsteuerung+Immobilien+(FSI),ou=Kredit-+und+Vertragsbewirtschaftung,ou=Finanzen,ou=Ressourcen+und+Support,ou=armasuisse,ou=armasuisse+VBS,ou=Eidg.+Dep.+Verteidigung+Bevoelkerungsschutz+Sport,ou=Bundesrat",CH,,,Kasernenstrasse 19 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Finanzsteuerung+Immobilien+(FSI),ou=Kredit-+und+Vertragsbewirtschaftung,ou=Finanzen,ou=Ressourcen+und+Support,ou=armasuisse,ou=armasuisse+VBS,ou=Eidg.+Dep.+Verteidigung+Bevoelkerungsschutz+Sport,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personal-und-sozialberatung-der-bundesverwaltung-regionen-bern-zuerich-luzern-lausanne-bellinzona,"Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personal- und Sozialberatung der Bundesverwaltung - Regionen Bern, Zürich, Luzern, Lausanne, Bellinzona",,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personal-und-sozialberatung-der-bundesverwaltung,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Gruppe+B,ou=Personal-+und+Sozialberatung+PSB,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Belpstrasse 18 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Gruppe+B,ou=Personal-+und+Sozialberatung+PSB,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-grundlagen-und-systeme-personalmarketing-und-diversity-management,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Grundlagen und Systeme - Personalmarketing und Diversity Management,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-grundlagen-und-systeme,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Personalmarketing+und+Diversity+Mgmt,ou=Grundlagen+und+Systeme,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Personalmarketing+und+Diversity+Mgmt,ou=Grundlagen+und+Systeme,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-grundlagen-und-systeme-rechtsdienst,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Grundlagen und Systeme - Rechtsdienst,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-grundlagen-und-systeme,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Rechtsdienst,ou=Grundlagen+und+Systeme,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Rechtsdienst,ou=Grundlagen+und+Systeme,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-grundlagen-und-systeme-grundlagenentwicklung,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Grundlagen und Systeme - Grundlagenentwicklung,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-grundlagen-und-systeme,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Grundlagenentwicklung,ou=Grundlagen+und+Systeme,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Grundlagenentwicklung,ou=Grundlagen+und+Systeme,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-grundlagen-und-systeme-delegierter-fuer-mehrsprachigkeit,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Grundlagen und Systeme - Delegierter für Mehrsprachigkeit,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-grundlagen-und-systeme,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Delegierter+fuer+Mehrsprachigkeit,ou=Grundlagen+und+Systeme,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Delegierter+fuer+Mehrsprachigkeit,ou=Grundlagen+und+Systeme,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personalwirtschaft-und-controlling,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personalwirtschaft und Controlling,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Personalwirtschaft+und+Controlling,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Personalwirtschaft+und+Controlling,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personalwirtschaft-und-controlling-personalwirtschaft-und-budgetierung,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personalwirtschaft und Controlling - Personalwirtschaft und Budgetierung,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personalwirtschaft-und-controlling,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Personalwirtschaft+und+Budgetierung,ou=Personalwirtschaft+und+Controlling,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Personalwirtschaft+und+Budgetierung,ou=Personalwirtschaft+und+Controlling,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personalwirtschaft-und-controlling-personalcontrolling,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personalwirtschaft und Controlling - Personalcontrolling,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personalwirtschaft-und-controlling,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Personalcontrolling,ou=Personalwirtschaft+und+Controlling,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Personalcontrolling,ou=Personalwirtschaft+und+Controlling,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personalwirtschaft-und-controlling-fachstelle-personalvorsorgepolitik,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Personalwirtschaft und Controlling - Fachstelle Personalvorsorgepolitik,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-personalwirtschaft-und-controlling,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Fachstelle+Personalvorsorgepolitik,ou=Personalwirtschaft+und+Controlling,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Fachstelle+Personalvorsorgepolitik,ou=Personalwirtschaft+und+Controlling,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-ausbildungszentrum-der-bundesverwaltung-azb,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Ausbildungszentrum der Bundesverwaltung AZB,,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Ausbildungszentrum+der+Bundesverwaltung,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Ausbildungszentrum+der+Bundesverwaltung,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-ausbildungszentrum-der-bundesverwaltung-azb-aus-und-weiterbildung-kader-und-hr-fachleute,Bundesrat - Eidgenössisches Finanzdepartement - Eidgenössisches Personalamt - Direktion - Ausbildungszentrum der Bundesverwaltung AZB - Aus- und Weiterbildung Kader und HR-Fachleute,Fachleute,,Federal-level entities of the Swiss government,Federal,ch/bundesrat-eidgenoessisches-finanzdepartement-eidgenoessisches-personalamt-direktion-ausbildungszentrum-der-bundesverwaltung-azb,,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Aus-+u.+Weiterbild.+Kader+-+HR-Fachleute,ou=Ausbildungszentrum+der+Bundesverwaltung,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat",CH,,,Eigerstrasse 71 3003 Bern,,,"http://www.staatskalender.admin.ch/navigate.html?dn=ou=Aus-+u.+Weiterbild.+Kader+-+HR-Fachleute,ou=Ausbildungszentrum+der+Bundesverwaltung,ou=Direktion,ou=Eidgenoessisches+Personalamt,ou=Eidg.+Finanzdepartement,ou=Bundesrat"
